LRP_No,Road_Chainage,LRP_Type,Description,Latitude_Decimal,Longitude_Decimal,Road
LRP011,11.05,Km Post,"B Baria 61 km, Sylhet 239 km",23.5590556,91.0591111,N102
LRP011a,11.925,Culvert,Box Culvert,23.5605,91.0553056,N102
LRP011b,12.018,Culvert,Box Culvert,23.5501944,91.0549722,N102
LRP012,12.026,Km Post,B Baria 60 km Sylhet 238 km,23.5669438,91.0549167,N102
LRP013,13.041,Km Post,B Baria 59 km Sylhet 237 km,23.5745827,91.05925,N102
LRP014,14.03,Km Post,BBaria 58 km Sylhet 236 km,23.5768882,91.041833,N102
LRP015,15.018,Km Post,B Baria 57 km Sylhet235 km,23.5813882,91.0357774,N102
LRP015a,15.178,Culvert,Box Culvert,23.5825549,91.0352497,N102
LRP016,16.042,Km Post,B Baria56 km Sylhet234 km,23.5858886,91.0283049,N102
LRP017,17.042,Km Post,"B Baria 55 km, Sylhet 233 km",23.5865552,91.1188327,N102
LRP017a,17.396,Culvert,Box Culvert,23.5879997,91.0158333,N102
LRP018,18.01,Km Post,B Baria 54 km Sylhet 232 km,23.5902219,91.01,N102
LRP018a,18.259,Culvert,Box Culvert,23.5911108,91.0077778,N102
LRP019,19.01,Km Post,Km post missing,23.5935552,91.0011944,N102
LRP019a,19.191,Culvert,Box Culvert,23.5944441,90.9996663,N102
LRP019b,19.55,Culvert,Box Culvert,23.5965552,90.9971108,N102
LRP020,20.01,Km Post,Infor.missing,23.5997219,90.9941386,N102
LRP020a,20.56,"Side Road, Left","Side Road, Left to Chandina Z 1008",23.6026111,90.9896108,N102
LRP021,21.03,Km Post,B Baria 51 km Sylhet229 km,23.6065556,90.9889997,N102
LRP021a,21.204,Culvert,Box Culvert,23.6080278,90.9883608,N102
LRP021b,21.595,Culvert,Box Culvert,23.6102778,90.985333,N102
LRP022,22.041,Km Post,B Baria 50 km,23.6122222,90.9818049,N102
LRP022a,22.758,Culvert,Box Culvert,23.6165278,90.9769438,N102
LRP023,23.041,Km Post,B Baria 49 km Sylhet 227 km,23.6187493,90.9756104,N102
LRP023a,23.66,Bridge,Bridge start,23.6236104,90.9727771,N102
LRP023b,23.696,Bridge,Bridge End,23.623916,90.9726382,N102
LRP024,24.04,Km Post,B Baria 48 km Sylhet 226 km,23.6268882,90.9710549,N102
LRP024a,24.055,"Side Road, Left","Side Road, Left Z1017 to Madhaya",23.6269716,90.9709716,N102
LRP024b,24.891,Bridge,Bridge start,23.6341663,90.9707771,N102
LRP024c,25.011,Bridge,Bridge End,23.6351941,90.9708049,N102
LRP025,25.04,Km Post,Infor.missing,23.6354719,90.9708327,N102
LRP025a,25.282,"Side Road, Left",Road to Madhaya,23.6376108,90.9708882,N102
LRP025b,25.894,Culvert,Box Culvert,23.6430552,90.9710827,N102
LRP026,26.046,Km Post,B Baria 46 km Sylhet 224 km,23.6443886,90.9711104,N102
LRP026a,26.732,Culvert,Box Culvert,23.6505,90.9713327,N102
LRP027,27.08,Km Post,BBaria 45 km Sylhet 223 km,23.6532778,90.9728327,N102
LRP027a,27.964,Culvert,Box Culvert,23.6575833,90.9800827,N102
LRP028,28.033,Km Post,BBaria 44 km Sylhet 223 km,23.6579167,90.9806382,N102
LRP028a,28.203,Bridge,Bridge start,23.6587222,90.9820271,N102
LRP028b,28.255,Bridge,Bridge End,23.6589722,90.9824438,N102
LRP028c,28.702,Culvert,Box Culvert,23.6611667,90.9861108,N102
LRP029,29.03,Km Post,BBaria 43 km Sylhet 221 km,23.6628889,90.9888886,N102
LRP029a,29.417,Culvert,Box Culvert,23.6646667,90.9918052,N102
LRP029b,29.64,Bridge,Bridge start,23.6657222,90.9934719,N102
LRP029c,29.701,Bridge,Bridge End,23.666,90.9938886,N102
LRP029d,29.996,Culvert,Box Culvert,23.6674993,90.9962219,N102
LRP030,30.04,Km Post,BBaria 42 Sylhet 220 km,23.6679993,90.9969719,N102
LRP030a,30.667,Bridge,Bridge start,23.6711938,91.0019444,N102
LRP030b,30.696,Bridge,Bridge End,23.6713049,91.0021944,N102
LRP031,31.044,Km Post,BBaria 41 Sylhet 219 km,23.6730827,91.0049722,N102
LRP031a,31.19,Culvert,Box Culvert,23.6738327,91.0061389,N102
LRP031b,31.385,Culvert,Box Culvert,23.6748049,91.0076944,N102
LRP031c,32.01,Bridge,Bridge start,23.6780271,91.0126667,N102
LRP031d,32.023,Bridge,Bridge End,23.6780827,91.0127222,N102
LRP032,32.04,Km Post,BBaria 40 km Sylhet 218 km,23.6779438,91.0129722,N102
LRP032a,32.774,Culvert,Box Culvert,23.6821104,91.0187493,N102
LRP033,33.062,Km Post,BBaria 39 km Sylhet 217 km,23.6836663,91.0210827,N102
LRP033a,33.137,Bridge,Bridge start,23.684083,91.0217216,N102
LRP033b,33.149,Bridge,Bridge End,23.6841386,91.0217771,N102
LRP033c,33.748,Bridge,Bridge start,23.684583,91.0264716,N102
LRP033d,33.758,Bridge,Bridge End,23.6872497,91.0265271,N102
LRP034,34.068,Km Post,BBaria 38 km,23.689083,91.0288327,N102
LRP034a,34.086,Culvert,Box Culvert,23.6891386,91.0289438,N102
LRP034b,34.642,Culvert,Box Culvert,23.6922497,91.033166,N102
LRP035,35.053,Km Post,BBaria 37 km Sylhet 215 km,23.694583,91.0366386,N102
LRP035a,35.227,Bridge,Bridge start,23.6955552,91.0379441,N102
LRP035b,35.581,Bridge,Bridge end,23.6957774,91.0382774,N102
LRP035c,36.035,Bridge,Bridge start,23.6999441,91.0441386,N102
LRP035d,36.05,Bridge,Bridge end,23.7,91.0441941,N102
LRP036,36.086,Km Post,BBara 36 Sylhet 214 km,23.7002778,91.0444719,N102
LRP036a,36.322,Culvert,Box Culvert,23.7014722,91.0462219,N102
LRP036b,36.811,Bridge,Bridge start,23.7042222,91.05,N102
LRP036c,36.828,Bridge,Bridge End,23.7043333,91.0500833,N102
LRP036d,36.995,Bridge,Bridge start,23.70525,91.0513333,N102
LRP036e,37.007,Bridge,Bridge End,23.7053333,91.0514444,N102
LRP037,37.086,Km Post,"B.Bara 35 km, Sylhet 213 km",23.7059722,91.0522778,N102
LRP037a,37.507,Bridge,Bridge start,23.7083056,91.05525,N102
LRP037b,37.518,Bridge,Bridge End,23.7083611,91.0553333,N102
LRP037c,38.05,Culvert,Box Culvert,23.7117222,91.0592778,N102
LRP038,38.076,Km Post,BBaria34 km Sylhet212 km,23.7118333,91.0593889,N102
LRP038a,38.458,"Side Road, Right",Road to Bancharampura(Z1041),23.7142222,91.0624444,N102
LRP038b,38.567,Bridge,Bridge start,23.7148611,91.0632222,N102
LRP038c,38.591,Bridge,Bridge End,23.7149444,91.0633056,N102
LRP038d,39.04,Culvert,Box Culvert,23.701,91.0665278,N102
LRP039,39.062,Km Post,BBaria 33 km Sylhet 211 km,23.7177493,91.0667216,N102
LRP039a,39.784,Bridge,Bridge start,23.7219993,91.0720271,N102
LRP039b,39.81,Bridge,Bridge End,23.722166,91.072166,N102
LRP040,40.066,Km Post,BBaria 32 km Sylhet 210 km,23.7235271,91.0741104,N102
LRP040a,40.36,Others,Start road Division B. Baria,23.7250827,91.0765271,N102
LRP040a,40.36,Others,Start road Division B. Baria,23.7250827,91.0765271,N102
LRP040b,40.402,Bridge,Bridge start,23.7255549,91.077166,N102
LRP040c,40.462,Bridge,Bridge End,23.7255549,91.077166,N102
LRP041,41.066,Km Post,Km post missing,23.7303327,91.0799438,N102
LRP041a,41.389,Culvert,Box Culvert,23.7329438,91.0811938,N102
LRP042,42.079,Km Post,BBaria 30 km Sylhet208 km,23.7388052,91.0839997,N102
LRP043,43.079,Km Post,Km post missing,23.7468052,91.088333,N102
LRP043a,43.792,Others,Culvert under Constriction,23.7511944,91.0933886,N102
LRP043b,43.825,Culvert,Divission Road,23.7513611,91.0936386,N102
LRP043c,44.007,Cross Road,Z1201,23.7525556,91.094833,N102
LRP044,44.079,Km Post,Km post missing,23.7530556,91.0953886,N102
LRP044a,44.481,Bridge,Bridge start,23.7554167,91.0981386,N102
LRP044b,44.521,Bridge,Bridge End,23.7556389,91.0984163,N102
LRP044c,44.809,Bridge,Bridge start,23.7573611,91.0837219,N102
LRP044d,44.839,Bridge,Bridge End,23.7574167,91.1005278,N102
LRP045,45.079,Km Post,Km post missing,23.7589444,91.1023056,N102
LRP045a,45.399,Culvert,Box Culvert,23.7611111,91.1048056,N102
LRP046,46.111,Km Post,BBaria 26 km Sylhet 204,23.7654722,91.1098056,N102
LRP046a,46.826,Bridge,Bridge start,23.7531944,91.1148611,N102
LRP046b,46.846,Bridge,Bridge End,23.7699716,91.1149444,N102
LRP047,47.072,Km Post,BBaria 25 Sylhet 203 km,23.771416,91.1166111,N102
LRP047a,47.654,Culvert,Box Culvert,23.7749993,91.1206938,N102
LRP048,48.119,Km Post,Bbaria 24 Sylhet 202 km,23.7779438,91.1240827,N102
LRP048a,48.743,Culvert,Box Culvert,23.7816382,91.128666,N102
LRP049,49.119,Km Post,Km post missing,23.783583,91.1317493,N102
LRP049a,49.289,Bridge,Bridge start,23.7844441,91.1330827,N102
LRP049b,49.308,Bridge,Bridge End,23.7845274,91.1332216,N102
LRP050,50.119,Km Post,Km post missing,23.7887219,91.1397219,N102
LRP050a,50.628,Culvert,Box Culvert,23.7913608,91.1437497,N102
LRP050b,51,Bridge,Bridge start,23.7932774,91.1466941,N102
LRP050c,51.015,Bridge,Bridge End,23.4600278,91.1468052,N102
LRP051,51.119,Km Post,Km post missing,23.7938886,91.1476108,N102
LRP051a,51.972,Culvert,Box Culvert,23.8008056,91.1501667,N102
LRP052,52.119,Km Post,Km post missing,23.8020833,91.1504167,N102
LRP052a,52.65,Bridge,Bridge start,23.80675,91.1513056,N102
